Date,Open,High,Low,Close
2013-04-23,15799.85,15799.85,15682.4,15769
2013-04-25,15731.55,15926.3,15686.95,15861
2013-04-26,15779.85,15846.3,15693.7,15751
2013-04-29,15724.7,16141.1,15721.25,16115
2013-04-30,16458.45,17050.2,16458.45,16815
2013-05-02,16769.4,17037.3,16718.15,16988
2013-05-03,16967.3,16985.7,16846.95,16903
2013-05-06,16868.15,16943.6,16741.55,16779
2013-05-07,16792.3,17146.2,16792.3,17119
2013-05-08,17158.6,17395.95,17116.9,17337
2013-05-09,17384.25,17436.5,17307.2,17347
2013-05-10,17322.4,17653.85,17281.65,17625
2013-05-11,17596.4,17684.85,17596.4,17668
2013-05-13,17659.2,17659.2,17099.2,17133
2013-05-14,17216.35,17263.95,17064.45,17124
2013-05-15,17201.6,17429.55,17147.2,17380
2013-05-16,17316.05,17424.35,17079.6,17233
2013-05-17,17275.1,17404.45,17166.45,17236
2013-05-20,17240.4,17450.85,17128,17152
2013-05-21,17136.8,17194.35,16990.6,17057
2013-05-22,17015.7,17265.35,17015.7,17220
2013-05-23,17137.7,17214.7,16998.4,17070
2013-05-24,17138.05,17171.55,17000.85,17093
2013-05-27,17126.6,17298.7,17116.2,17293
2013-05-28,17265.95,17498.65,17214.4,17424
2013-05-29,17460.25,17559.75,17359.05,17547
2013-05-30,17524.45,17925.45,17515.65,17884
2013-05-31,17792.4,17792.4,17468.2,17509
2013-06-03,17512.4,17528.4,17302.5,17412
2013-06-04,17405.85,17542.9,17405.85,17485
2013-06-05,17419.2,17449.65,17277.05,17394
2013-06-06,17366.35,17452.75,17255.65,17378
2013-06-07,17340.05,17494.65,17280.35,17315
2013-06-10,17341.05,17421.1,17314.55,17373
2013-06-11,17294.2,17361.45,17213.65,17251
2013-06-12,17214,17230.5,16967.5,17066
2013-06-13,16948.7,16994,16783.7,16872
2013-06-14,16965.2,17056.8,16902.5,17037
2013-06-17,17081.9,17143.7,16887.35,17123
2013-06-18,17091.4,17139.75,17017.35,17063
2013-06-19,17044.85,17086.45,16971.25,17061
2013-06-20,16963.4,16963.7,16638.8,16747
2013-06-21,16716.2,16821.55,16594.6,16696
2013-06-24,16628.55,16703.8,16242.55,16341
2013-06-25,16392.25,16509.8,16180.1,16425
2013-06-26,16497.4,16671.7,16410.05,16567
2013-06-27,16689.85,16727.4,16412.2,16564
2013-06-28,16613.5,16821.1,16586.35,16688
2013-07-01,16715.95,16988.05,16662.75,16965
2013-07-02,16949.45,16969.8,16842.75,16938
2013-07-03,16870.65,17032.75,16765.05,16998
2013-07-04,17022.25,17512.45,17022.25,17489
2013-07-05,17737.55,17840.8,17603.95,17636
2013-07-08,17573.1,17821.7,17476.3,17748
2013-07-09,17729.35,17833.75,17729.1,17782
2013-07-10,17806.7,17806.7,17565.65,17666
2013-07-11,17888,17978,17716.25,17953
2013-07-12,17964.1,17964.1,17764.75,17874
2013-07-15,17918.45,18087.1,17824.8,18067
2013-07-16,17894.75,18427.55,17894.75,18362
2013-07-17,18396.1,19111.75,18396.1,19001
2013-07-18,19008.8,19290.2,18950.3,19133
2013-07-19,19179.85,19306.05,19035.25,19100
2013-07-22,19032.5,19178.6,19032.5,19105
2013-07-23,19174.05,19432.95,19162.3,19407
2013-07-24,19381.25,19539.4,19106.15,19344
2013-07-25,19277.9,19322.6,18562.75,18685
2013-07-26,18717.65,18868.15,18276.95,18743
2013-07-29,18621.25,18657.75,18136.75,18258
2013-07-30,18173.7,18247.45,17846.75,17898
2013-07-31,17848.5,17923.65,17334.45,17480
2013-08-01,17502.25,17868.65,17351.25,17435
2013-08-02,17492.45,17558.25,16983.35,17148
2013-08-05,17191.65,17459.35,17127.55,17262
2013-08-06,17235.85,17251.8,16911.1,16950
2013-08-07,16979.9,16995.5,16510.7,16687
2013-08-08,16688.8,16846.3,16626.05,16797
2013-08-12,16953,17258.25,16825.65,17198
2013-08-13,17229.4,17351,17174.5,17325
2013-08-14,17294.95,17424.15,17173.75,17353
2013-08-16,17305.2,17444.4,16588.45,16684
2013-08-19,16675.4,16675.4,16137.35,16313
2013-08-20,16206.1,16569.4,15884.05,16336
2013-08-21,16533.7,16562.55,15648.95,15805
2013-08-22,15779.1,16124.6,15463.55,16050
2013-08-23,16115.4,16225.1,15870.6,16176
2013-08-26,16262.6,16375,16138.2,16210
2013-08-27,16140.5,16140.5,15557.95,15766
2013-08-28,15660.85,15887.45,15196.9,15703
2013-08-29,15767.3,16159.7,15633.95,16059
2013-08-30,16072.1,16391.65,15896.7,16283
2013-09-02,16343.45,16944.55,16343.45,16828
2013-09-03,16883.45,16964.05,15900.5,16048
2013-09-04,16185.15,16187.3,15879.05,16126
2013-09-05,16410.5,16748.15,16410.5,16606
2013-09-06,16646.8,16773.8,16455.45,16678
2013-09-10,16845.05,17646.15,16845.05,17576
2013-09-11,17566.6,17595,17257.3,17376
2013-09-12,17452,17582.95,17276.3,17506
2013-09-13,17544.05,17622.65,17255.35,17306
2013-09-16,17478.55,17635.4,17249.2,17382
2013-09-17,17292.75,17537.75,17246.7,17499
2013-09-18,17556.8,17799.1,17547.1,17748
2013-09-19,18013.15,18378.3,18013.15,18316
2013-09-20,18274.15,18319.8,17899.45,18149
2013-09-23,17966.7,18253.65,17771.15,17907
2013-09-24,17803.6,18103.8,17803.6,17905
2013-09-25,17928.9,17951.35,17494.65,17726
2013-09-26,17695.25,17870.8,17600,17833
2013-09-27,17898.15,18008.75,17733.8,17872
2013-09-30,17788.9,17834.25,17564.6,17637
2013-10-01,17656.55,17691.75,17449.05,17667
2013-10-03,17790.75,17790.75,17474.25,17533
2013-10-04,17544.15,17660.5,17410.85,17572
2013-10-07,17549,17636.55,17338.2,17602
2013-10-08,17685.65,17850.35,17625.6,17793
2013-10-09,17763.5,17908.25,17671,17839
2013-10-10,17804.5,17973.8,17776.55,17833
2013-10-11,17897.7,17952.45,17606.65,17673
2013-10-14,17723.85,17723.85,17529.1,17558
2013-10-15,17549.45,17648.3,17293.35,17545
2013-10-17,17582.6,17806.65,17566.1,17722
2013-10-18,17828.3,18139.3,17785.65,18091
2013-10-21,18099.6,18108.15,17767.5,17839
2013-10-22,17749.25,17880.45,17738.8,17795
2013-10-23,17819.4,17886.45,17620.6,17842
2013-10-24,17881.35,18109.15,17814.9,17889
2013-10-25,17942.65,17998.2,17593.45,17723
2013-10-28,17695.2,17705,17219.15,17268
2013-10-29,17244.8,17485.35,17120.5,17363
2013-10-30,17435.15,17583,17321.05,17568
2013-10-31,17498.5,17663.95,17456.1,17617
2013-11-01,17529.6,17618.7,17353.2,17385
2013-11-03,17500.45,17539.35,17480.5,17496
2013-11-05,17402.65,17429,17016.45,17040
2013-11-06,17045.2,17136.35,16931.05,16949
2013-11-07,16968.05,17141.7,16839.3,16904
2013-11-08,16913.25,16978.4,16779.45,16835
2013-11-11,16803.65,16852.3,16591.35,16614
2013-11-12,16685.95,16797.65,16648.85,16727
2013-11-13,16727.7,16735.5,16510.05,16543
2013-11-14,16507.6,16726,16507.6,16596
2013-11-18,16668.7,17093.2,16668.7,17059
2013-11-19,17074.65,17088.95,16934.7,16976
2013-11-20,16976.9,17055.5,16793.9,16823
2013-11-21,16764.3,16780.55,16471.95,16509
2013-11-22,16590.9,16653.95,16366.9,16414
2013-11-25,16541.9,16794.65,16522.8,16763
2013-11-26,16745.45,16770.3,16558.05,16606
2013-11-27,16577.4,16773.65,16577.4,16732
2013-11-28,16808.25,16857.1,16698.75,16765
2013-11-29,16766.05,17044.5,16766.05,17004
2013-12-02,17036.35,17098.75,16949.15,17013
2013-12-03,17029.95,17029.95,16862.15,16886
2013-12-04,16874.95,16891.85,16614.8,16643
2013-12-05,16799.2,16857.4,16445.5,16469
2013-12-06,16505.25,16594.3,16472.1,16505
2013-12-09,16763.45,16784.85,16506.9,16571
2013-12-10,16568.75,16752.8,16568.75,16724
2013-12-11,16716.6,16858.45,16716.6,16829
2013-12-12,16818.9,16880,16685.15,16714
2013-12-13,16656.05,16706.45,16558.45,16622
2013-12-16,16600.75,16636,16413.1,16501
2013-12-17,16582.2,16631.65,16490.7,16612
2013-12-18,16611.9,16704.45,16547.4,16675
2013-12-19,16740.45,16763.2,16510.9,16617
2013-12-20,16638.3,16775.85,16500.7,16750
2013-12-23,16677.4,16861.7,16677.4,16811
2013-12-24,16841.6,16867.95,16779.55,16811
2013-12-26,16829.9,16937.15,16802.5,16853
2013-12-27,16894.35,17021.8,16874.85,16975
2013-12-30,16977.25,17067.2,16908.9,17020
2013-12-31,17066.95,17080.1,16966.45,17024
2014-01-01,17054.6,17109.1,17031.6,17050
2014-01-02,17036.6,17159.15,16703,16719
2014-01-03,16712.5,16807.4,16571.6,16768
2014-01-06,16805.75,16851.25,16730.85,16816
2014-01-07,16847.45,16892.25,16691.9,16801
2014-01-08,16835.3,16871.55,16734.75,16837
2014-01-09,16834.6,16834.6,16668.75,16745
2014-01-10,16818.85,17072.9,16685.3,16969
2014-01-13,17003.85,17088.2,16928.35,16990
2014-01-14,17005.35,17147.75,16923.7,16942
2014-01-15,16969.3,17108.3,16836.05,17087
2014-01-16,17086.55,17158.6,16864.6,16942
2014-01-17,16958.05,17022.2,16855.6,16923
2014-01-20,16923.3,17137.45,16850.1,17122
2014-01-21,17135.55,17192.7,17061.1,17088
2014-01-22,17078,17088.85,16872.4,17074
2014-01-23,17036.5,17158.2,16984.85,17113
2014-01-24,17056.15,17143.25,16837.9,16886
2014-01-27,16731.05,16880.65,16654.75,16826
2014-01-28,16841.85,16942.3,16622.1,16899
2014-01-29,16936.95,16996.7,16877.9,16904
2014-01-30,16740,16797.75,16509.3,16763
2014-01-31,16784.6,16876.95,16719.8,16861
2014-02-03,16793.2,16879.25,16696.95,16709
2014-02-04,16633.25,16871,16541.25,16849
2014-02-05,16770.3,16829.2,16600.5,16679
2014-02-06,16727.6,16952.25,16614.2,16925
2014-02-07,17019.1,17019.1,16770.7,16852
2014-02-10,16824.1,16907.05,16735.3,16827
2014-02-11,16803.05,16873.4,16744.65,16803
2014-02-12,16839.5,16867.45,16631.85,16663
2014-02-13,16685.8,16768.1,16418.25,16479
2014-02-14,16525.05,16599.95,16387.6,16575
2014-02-17,16603.2,16650.45,16500.05,16569
2014-02-18,16561,16648.4,16478.75,16505
2014-02-19,16543.05,16586,16482.75,16500
2014-02-20,16448.45,16495.6,16320,16336
2014-02-21,16414.4,16567.6,16388.65,16556
2014-02-24,16510.6,16648.3,16500.95,16630
2014-02-25,16609.5,16732.7,16609.5,16688
2014-02-26,16714.45,16904.8,16705.8,16867
2014-02-28,16780.1,16996.6,16780.1,16845
2014-03-03,16859.8,16932.1,16786.8,16837
2014-03-04,16880.25,17047.9,16819.45,16969
2014-03-05,17009.4,17065.45,16919.4,17038
2014-03-06,17039.5,17102.65,16958.4,17084
2014-03-07,17026.2,17232.75,16964.15,17190
2014-03-10,17130.35,17188.75,17053.75,17116
2014-03-11,17120.8,17158.45,16892.3,17074
2014-03-12,17094,17385.15,17094,17299
2014-03-13,17321.55,17508.7,17304.3,17352
2014-03-14,17305.5,17448.95,17185.75,17416
2014-03-18,17520.7,17797.25,17449.9,17752
2014-03-19,17780.35,17957,17776.85,17945
2014-03-20,17913.8,17935.15,17775.35,17888
2014-03-21,17958.5,18033.3,17845.75,17993
2014-03-22,17984.35,18028.55,17950.9,17996
2014-03-24,18000.4,18179.3,17978.8,18088
2014-03-25,18041.15,18244.85,18041.15,18209
2014-03-26,18224.6,18235.1,17924.55,18085
2014-03-27,18093.15,18257.3,18010.5,18175
2014-03-28,18250.25,18250.25,17979.7,18191
2014-03-31,18230.35,18290.6,17939.35,18085
2014-04-01,18119.2,18131.25,17856.45,18102
2014-04-02,18153.6,18155.75,17676.6,17821
2014-04-03,17816.95,17949.3,17693.55,17889
2014-04-04,17940.35,17982.75,17780.55,17824
2014-04-07,17824.55,17876.45,17611.55,17828
2014-04-09,17848.15,18005.85,17751.95,17951
2014-04-10,17969.95,17989.5,17816.85,17868
2014-04-11,17809.25,17861,17735,17817
2014-04-15,17898.25,17976.4,17664.15,17858
2014-04-16,17874.4,18065.15,17874.4,17983
2014-04-17,18023.25,18257.1,17906.85,18241
2014-04-21,18214.25,18315.55,18058.35,18186
2014-04-22,18180.5,18199.45,18041.35,18104
2014-04-23,18151,18194.4,18036.25,18161
2014-04-25,18186.95,18186.95,17752.5,17783
2014-04-28,17842.5,17842.5,17615.5,17715
2014-04-29,17678.2,17681.35,17529.65,17557
2014-04-30,17565.15,17726.45,17465.6,17573
2014-05-02,17611.05,17647.1,17517.95,17538
2014-05-05,17538.5,17702.4,17538.5,17637
2014-05-06,17685.85,17857.3,17683,17709
2014-05-07,17705.5,17799.6,17606.4,17645
2014-05-08,17655.65,17705.75,17447.75,17491
2014-05-09,17511.3,17751.8,17469.8,17633
2014-05-12,17626.85,18132.45,17626.85,18106
2014-05-13,18158.75,18369.5,18126.6,18261
2014-05-14,18288.9,18545,18272.5,18427
2014-05-15,18433.5,18570.05,18393,18510
2014-05-16,18629.5,19215.1,17976.3,18140
2014-05-19,18306,18306,17389.45,17436
2014-05-20,17577.65,17700.95,17356.4,17549
2014-05-21,17533.5,17668.65,17516.95,17632
2014-05-22,17723.15,17882.35,17622.7,17816
2014-05-23,17941.65,17974,17672.3,17760
2014-05-26,17879.95,17905.8,17639.3,17736
2014-05-27,17748.3,17808.7,17661.7,17713
2014-05-28,17750.3,17759.4,17633.65,17698
2014-05-29,17759.9,17759.9,17554.6,17621
2014-05-30,17699.1,17903.5,17628.15,17831
2014-06-02,17872,17882.8,17617.6,17689
2014-06-03,17600.95,17686,17502.5,17600
2014-06-04,17580.3,17634.25,17451.95,17547
2014-06-05,17553.95,17866.2,17437.9,17799
2014-06-06,17887.4,18076.25,17849.35,18034
2014-06-09,18098.25,18139.3,17955.45,18010
2014-06-10,18050.2,18077.7,17870.95,18048
2014-06-11,18110.05,18110.05,17759.1,17873
2014-06-12,17913.5,17972.4,17817.2,17952
2014-06-13,18053.5,18053.5,17812.1,17857
2014-06-16,17929.05,17979.9,17862.8,17957
2014-06-17,17931.2,17985.7,17859.1,17906
2014-06-18,17900.2,17920.3,17718.05,17766
2014-06-19,17833.35,17870.1,17763.75,17833
2014-06-20,17811.5,17860.5,17751.1,17815
2014-06-23,17824.8,17824.8,17029.15,17114
2014-06-24,17103.45,17398.75,17103.45,17302
2014-06-25,17254.65,17292.05,17178,17259
2014-06-26,17232.65,17311.45,17118.3,17197
2014-06-27,17204.7,17321.9,17161.25,17270
2014-06-30,17305.15,17464.55,17305.15,17434
2014-07-01,17517.55,17517.55,17407.2,17494
2014-07-02,17569.6,17748.65,17529.75,17719
2014-07-03,17740.8,17823.3,17720,17765
2014-07-04,17806,17928,17716.85,17846
2014-07-07,17869.3,17931.7,17724.6,17894
2014-07-08,17883.6,17996.45,17712.55,17818
2014-07-09,17849.35,18043.75,17808.6,17961
2014-07-10,17921.35,18212.55,17773.85,18000
2014-07-11,18082.35,18306.05,18029.15,18100
2014-07-14,18160.5,18204.3,17941.25,18012
2014-07-15,18051.8,18154.5,17958.65,17987
2014-07-16,17980.1,18101.6,17939.1,18071
2014-07-17,18046.8,18176.45,18039.45,18142
2014-07-18,18085.75,18207.45,18040,18109
2014-07-21,18151.85,18329.8,18133.8,18313
2014-07-22,18344.75,18484.25,18333.85,18450
2014-07-23,18493.4,18547.3,18357.05,18483
2014-07-24,18498.35,18633.1,18451,18609
2014-07-25,18625.9,18768.9,18520.85,18741
2014-07-28,18652.05,18847,18549.1,18805
2014-07-30,18896.25,19014.65,18812,18879
2014-07-31,18828.5,18923.95,18707.75,18778
2014-08-01,18724.5,18860.3,18521.2,18565
2014-08-04,18721.05,18802.8,18619.1,18779
2014-08-05,18816.2,18864.95,18577.4,18843
2014-08-06,18773.4,18913.15,18507.2,18563
2014-08-07,18576.75,18696.15,18460.45,18522
2014-08-08,18450.7,18568.25,18386.6,18534
2014-08-11,18620.55,18683.65,18457.8,18500
2014-08-12,18604.45,18604.45,18361.25,18516
2014-08-13,18598.2,18951.25,18563.55,18922
2014-08-14,18934.5,19136.95,18891.1,18972
2014-08-18,18934.35,18968.1,18712.7,18886
2014-08-19,18889.2,19038.1,18866.45,18904
2014-08-20,18999.05,18999.05,18734.05,18767
2014-08-21,18748.65,18919.6,18748.65,18821
2014-08-22,18835.1,18873.4,18627.55,18689
2014-08-25,18801.3,18932.6,18686.2,18895
2014-08-26,18932.15,19136.55,18926.25,19110
2014-08-27,19170.4,19291.45,19124.65,19192
2014-08-28,19192.55,19353.65,19158.6,19308
2014-09-01,19399.25,19411.7,19150.25,19172
2014-09-02,19177.8,19341,19113.85,19301
2014-09-03,19327.6,19347.7,19154.2,19171
2014-09-04,19166.75,19313.45,19133.05,19205
2014-09-05,19207.1,19254.8,19104.75,19161
2014-09-08,19250.35,19382.85,19191.25,19366
2014-09-09,19269.85,19606.4,19269.85,19541
2014-09-10,19478.1,19478.1,19222.75,19236
2014-09-11,19244.5,19388,19244.5,19330
2014-09-12,19316.25,19557.15,19314.7,19472
2014-09-15,19450.75,19452.1,19286.4,19362
2014-09-16,19348.15,19468.55,19308.15,19365
2014-09-17,19416.85,19533.7,19367.6,19436
2014-09-18,19429.3,19586.65,19387.65,19565
2014-09-19,19554.75,19567.95,19369.25,19505
2014-09-22,19477.05,19938.6,19400.2,19904
2014-09-23,19892.25,20046.8,19779.05,19830
2014-09-24,19839.85,20231.45,19839.85,20188
2014-09-25,20217.55,20277.5,19978.65,20083
2014-09-26,19974.65,20056.6,19800.9,19906
2014-09-29,19850.15,19901.55,19636.75,19699
2014-09-30,19626.65,19961.65,19591.7,19876
2014-10-01,19853,19858.4,19604.5,19630
2014-10-07,19577.55,19688.85,19385.85,19542
2014-10-08,19531.25,19712.05,19530.4,19586
2014-10-09,19587,19710.4,19540.75,19621
2014-10-10,19544.75,19574,19058.6,19083
2014-10-13,19046.55,19046.75,18829.55,18942
2014-10-14,18947.8,19010.1,18745.35,18869
2014-10-16,18760.6,19127.05,18720.95,18941
2014-10-17,18934.15,19227.75,18926.55,19008
2014-10-20,19109.4,19224.05,18996.1,19034
2014-10-21,19047.85,19159.6,18934.25,19114
2014-10-22,19184.7,19221.45,19080.25,19120
2014-10-23,19183.45,19245.6,19172.45,19225
2014-10-27,19290.45,19290.45,18927.1,18968
2014-10-28,18984.05,18997.7,18893.9,18967
2014-10-29,19089.5,19218.2,19004,19199
2014-10-30,19152.25,19396.25,19109.65,19305
2014-10-31,19372.7,19517.65,19274.75,19393
2014-11-03,19450.7,19476.3,19308.65,19413
2014-11-05,19406.8,19580.6,19406.8,19536
2014-11-07,19518.55,19615.75,19387.1,19511
2014-11-10,19527.5,20141.35,19527.4,20113
2014-11-11,20085.5,20148.8,19841.1,19918
2014-11-12,19931,20157.6,19931,20133
2014-11-13,20190.5,20190.5,20031.9,20119
2014-11-14,20121.4,20214.6,20070.65,20136
2014-11-17,20145.6,20220.85,19978.85,20179
2014-11-18,20141.95,20246.4,20068.75,20155
2014-11-19,20155.55,20469,20061,20106
2014-11-20,20140.95,20212.55,20087.4,20173
2014-11-21,20171.5,20319.1,20139.4,20304
2014-11-24,20181.1,20303.7,20181.1,20289
2014-11-25,20268.25,20398.3,19424.95,19701
2014-11-26,19786.25,20044.9,19767.35,19957
2014-11-27,19917.45,20070.2,19742.1,19993
2014-11-28,20029.05,20205.95,19962.75,20027
2014-12-01,19993.1,20302.65,19993.1,20216
2014-12-02,20226,20325.8,20209.05,20301
2014-12-03,20327.6,20360.55,20043.7,20305
2014-12-04,20618.4,21014.9,20618.4,20987
2014-12-05,20964.85,21250.55,20964.85,21223
2014-12-08,21289.25,21526.25,21266.95,21375
2014-12-09,21389.4,21437.35,21086.95,21181
2014-12-10,21226.95,21226.95,20943.2,21136
2014-12-11,21128.2,21210.95,20978.95,21088
2014-12-12,21092.35,21292.9,21009.7,21063
2014-12-15,21000.4,21172.15,20829.1,20865
2014-12-16,20723.6,20730.8,20158.15,20225
2014-12-17,20077.95,20339.6,19817.45,19953
2014-12-18,20236.3,20251.95,19767.6,20184
2014-12-19,20271.25,20279.2,19896.8,19958
2014-12-22,19994.15,20399,19990.85,20262
2014-12-23,20272.5,20415.85,20222.5,20303
2014-12-24,20301.25,20401.75,19981.25,20090
2014-12-26,20129.75,20145.3,19873.15,19953
2014-12-29,19943.75,20145.35,19943.75,20087
2014-12-30,20107.65,20170.65,20007.05,20053
2014-12-31,20083.65,20142.8,20066.7,20126
2015-01-01,20085.95,20131.5,20018.1,20057
2015-01-02,20065.8,20213.2,20065.8,20142
2015-01-05,20176.25,20286.75,20138.75,20184
2015-01-06,20169.7,20169.7,19817.9,19863
2015-01-07,19784.05,20069.25,19748.8,19841
2015-01-08,19947.85,20284.7,19947.85,20244
2015-01-09,20295.1,20413.2,20088.3,20286
2015-01-12,20332.6,20558.75,20318.2,20517
2015-01-13,20563.45,20702.75,20464.8,20603
2015-01-14,20628.45,20628.45,20202.5,20455
2015-01-15,20733.1,20837.65,20545.75,20770
2015-01-16,20837.15,21000,20709.2,20969
2015-01-19,21009.6,21009.6,20678.8,20728
2015-01-20,20749.1,21128.45,20644.55,21091
2015-01-21,21176.3,21176.3,20524.45,20673
2015-01-22,20696.5,20980.7,20574.15,20670
2015-01-23,20801.1,20896.65,20686.65,20744
2015-01-27,20767.35,21019.75,20750.8,20985
2015-01-28,20963,21053.8,20888.15,21027
2015-01-29,21035.9,21355.15,20939.9,21293
2015-01-30,21303.1,21354.2,21018.05,21165
2015-02-02,21095.35,21185.7,20797.6,20840
2015-02-03,20886,21117.4,20886,21052
2015-02-04,21132.35,21253.45,20910.35,20991
2015-02-05,20976.8,21248,20909.25,21093
2015-02-06,21011.3,21327.15,21010.7,21286
2015-02-09,21187.55,21262.75,20957.75,20995
2015-02-10,20975.9,21247.3,20956.65,21069
2015-02-11,21143.3,21320.75,21020.8,21252
2015-02-12,21331.75,21351.45,21023.05,21224
2015-02-13,21284.4,21660,21278,21616
2015-02-16,21606.7,22067.85,21606.7,22009
2015-02-18,21846.45,22460.2,21846.45,22195
2015-02-19,22220.2,22255.45,21759.4,21989
2015-02-20,21937.85,22211.75,21816.25,22149
2015-02-23,22150.85,22294.95,21870.15,21902
2015-02-24,21982.8,22278.05,21885.1,22231
2015-02-25,22333.8,22333.8,22132.65,22295
2015-02-26,22260.75,22329.55,21946.8,22070
2015-02-27,22057.8,22141.6,21691.9,22063
2015-02-28,22102,22716.7,20702.6,21102
2015-03-02,21025.15,21025.15,20539.2,20648
2015-03-03,20689.1,20732.1,20540.35,20661
2015-03-04,20814.3,21039.45,20702.95,20743
2015-03-05,20819.7,21108.85,20795.15,21005
2015-03-09,20893.7,20993.1,20809.55,20878
2015-03-10,20968.25,20968.25,20722,20773
2015-03-11,20848.3,20913.25,20717.7,20778
2015-03-12,20817.8,21148.2,20805,21107
2015-03-13,21190.05,21197.1,20624.7,20676
2015-03-16,20733.65,20752.65,20417.45,20436
2015-03-17,20611.7,20756.2,20538.25,20718
2015-03-18,20777.4,20777.4,20540.35,20572
2015-03-19,20719.35,20804.15,20341.55,20430
2015-03-20,20453.75,20453.75,19966.6,19999
2015-03-23,20007.65,20100.45,19948,19999
2015-03-24,19973.55,20083.75,19917.45,19945
2015-03-25,20016.25,20027.9,19926.5,19957
2015-03-26,19908.2,20011.9,19637.55,19691
2015-03-27,19839.45,19839.45,19362.2,19511
2015-03-30,19642.65,19933.3,19641.9,19880
2015-03-31,19937.1,19992.25,19766,19879
2015-04-01,19887.5,20162.1,19839.25,20145
2015-04-06,20062.95,20632,20062.95,20607
2015-04-07,20647.5,20851.3,20518,20747
2015-04-08,20813.6,21111.15,20809.1,21074
2015-04-09,21133.8,21173.1,20976,21118
2015-04-10,21137.95,21233.65,21008,21214
2015-04-13,21238.65,21491.55,21147.6,21456
2015-04-15,21533.85,21659.5,21419.9,21463
2015-04-16,21406.95,21457.35,21105.05,21287
2015-04-17,21330.45,21373.3,21249.05,21277
2015-04-20,21298.65,21298.65,20624.25,20666
2015-04-21,20665.6,20864.25,20399.1,20429
2015-04-22,20441.85,20614.75,20253.4,20538
2015-04-23,20575.4,20755.95,20340.95,20525
2015-04-24,20544.8,20690.8,20474.45,20606
2015-04-27,20617.2,20678.75,20183.7,20242
2015-04-28,20212.65,20229.3,19840.9,20053
2015-04-29,19979.7,19980.75,19694.15,19729
2015-04-30,19729.8,19729.8,19429.75,19510
2015-05-04,19606.65,19946.9,19498.55,19911
2015-05-05,19861.7,19995.45,19770.5,19963
2015-05-06,19960.2,20010.15,19405.55,19490
2015-05-07,19492,19593.85,19341.25,19541
2015-05-08,19708.1,19937.55,19643.1,19857
2015-05-11,19967.5,19987.7,19712.65,19795
2015-05-12,19845.1,19845.65,19537.05,19598
2015-05-13,19737.85,19906.1,19483.7,19818
2015-05-14,19806.75,19887.9,19622.25,19846
2015-05-15,19890.15,20021.55,19871.8,19997
2015-05-18,20044,20324.15,20001.85,20292
2015-05-19,20262.6,20352.6,20190.3,20231
2015-05-20,20265.55,20323.8,20195.35,20232
2015-05-21,20302,20302,20025.95,20070
2015-05-22,20193.15,20273.85,20083.25,20167
2015-05-25,19964.8,19998.25,19747.35,19766
2015-05-26,19826.95,19826.95,19615.7,19682
2015-05-27,19660.25,19836.45,19623,19794
2015-05-28,19831.35,19900.75,19722,19856
2015-05-29,19901.75,20192.6,19801.9,20107
2015-06-01,20033.8,20414.6,20033.8,20387
2015-06-02,20304,20304,19676.35,19709
2015-06-03,19584.3,19595.1,18975.4,19132
2015-06-04,19177.65,19177.65,18925.4,19069
2015-06-05,19070.5,19425.5,18905.3,19259
2015-06-08,19364.85,19391.4,19011.4,19084
2015-06-09,18979.65,19092.45,18921.45,18978
2015-06-10,18994.5,19107.95,18930.55,19014
2015-06-11,19073.3,19111.9,18769.75,18828
2015-06-12,18813.15,18966.15,18740.5,18846
2015-06-15,18833.05,19104.9,18731.6,18935
2015-06-16,18932.85,18991.8,18759.35,18954
2015-06-17,18978.65,19342.55,18971.1,19249
2015-06-18,19262.35,19363.7,19206.45,19248
2015-06-19,19258.3,19408.5,19240.45,19345
2015-06-22,19423.7,19684.8,19380.7,19653
2015-06-23,19686.55,19761.2,19570.3,19737
2015-06-24,19777.3,20034,19716.65,19843
2015-06-25,19726.8,19892.55,19690,19759
2015-06-26,19765.35,19781.5,19638.95,19695
2015-06-29,19470.15,19786.35,19445.05,19755
2015-06-30,19806.55,20182.4,19806.55,20155
2015-07-01,20170.7,20228,20034.25,20093
2015-07-02,20147.45,20262.2,20099.8,20143
2015-07-03,20132.25,20353.1,20069.6,20245
2015-07-06,20085.05,20399.65,20085.05,20376
2015-07-07,20381.6,20439.4,20300.65,20384
2015-07-08,20251.05,20396.45,20110.1,20168
2015-07-09,20177.4,20279.35,20000.55,20031
2015-07-10,20012.5,20046.6,19761.9,19887
2015-07-13,19985.65,20189.15,19842.05,20133
2015-07-14,20134.3,20229.7,20080.75,20184
2015-07-15,20180.6,20306.75,20163.35,20251
2015-07-16,20298.05,20511.1,20235.7,20445
2015-07-17,20491.85,20631.3,20403.9,20575
2015-07-20,20584.65,20635.45,20476.45,20511
2015-07-21,20528.9,20578,20095.25,20143
2015-07-22,20108.15,20379.2,20071.3,20310
2015-07-23,20340.1,20343.35,20178.05,20272
2015-07-24,20296.7,20338,20187.4,20303
2015-07-27,20208.7,20250.5,20107.3,20151
2015-07-28,20152.25,20275.4,20090,20153
2015-07-29,20187.05,20201.9,19933.95,19975
2015-07-30,20045.05,20605.1,19936.75,20544
2015-07-31,20620.95,20968.9,20576.65,20920
2015-08-03,20942.8,21124.3,20881.4,20991
2015-08-04,21014.45,21051.4,20744.85,20922
2015-08-05,20987.7,21154.55,20884.25,21117
